-0.9827;-0.2913;1
1.3155;1.1608;1
2.8722;0.6408;1
-3.0701;-1.4148;1
3.5057;0.7176;1
2.5661;1.4100;1
0.1873;0.7280;1
3.1602;1.9454;1
0.4896;-0.3322;1
-2.0405;-1.2407;1
2.2557;0.9048;1
4.4649;1.6895;1
-1.5485;-0.9360;1
-2.0029;-2.1811;1
2.2767;1.3030;1
-0.0479;-0.1438;1
-2.7277;-0.7940;1
2.4726;1.1902;1
-0.3082;-1.7000;1
-1.5904;-0.8347;1
-1.1631;-0.0802;1
-0.9953;0.1276;1
1.8749;0.6297;1
-2.3115;-0.7082;1
0.9384;0.5242;1
2.0088;1.3394;1
-1.7197;0.3035;1
0.6688;-0.1959;1
-3.3069;-0.2992;1
1.3938;0.7053;1
-2.2444;-1.3748;1
1.6127;0.2585;1
0.8671;0.4306;1
-0.8228;-0.2770;1
-2.9597;-1.0414;1
2.6632;1.5675;1
0.3054;0.3203;1
3.3546;0.8860;1
0.0171;-0.3563;1
-3.5568;-1.9114;1
3.3801;1.1255;1
-0.5828;-0.0606;1
1.8488;0.9652;1
-1.4445;-0.7338;1
1.2237;-0.0061;1
1.6700;0.5381;1
2.0262;1.1756;1
0.9981;0.3559;1
-0.0816;0.7241;1
0.2890;-0.3083;1
0.6047;0.4120;1
-1.4769;-0.0212;1
1.1008;0.0147;1
-2.1289;-0.9344;1
-3.8108;-2.2595;1
0.3331;-0.3489;1
0.3955;-0.5943;1
0.4415;-0.3048;1
3.5457;1.7006;1
2.4658;0.9214;1
3.7276;1.8914;1
0.4407;0.7287;1
1.8173;0.9633;1
-1.1823;-0.0940;1
-0.4620;0.2014;1
-3.4955;-0.2438;1
0.1397;0.4582;1
1.8540;0.0020;1
-2.1164;-0.7436;1
-0.4450;0.1625;1
-1.4482;-0.1189;1
-1.6168;-0.2567;1
1.8048;0.5079;1
0.1345;0.0718;1
1.4792;0.8105;1
0.7936;0.4509;1
1.8716;1.8643;1
-4.5144;-2.7639;1
-2.0442;-0.4180;1
-0.3438;0.4789;1
0.6958;-0.0154;1
2.2969;1.2373;1
-1.2792;-0.5906;1
-1.2099;-1.0586;1
-0.5703;-0.1893;1
1.3904;1.4697;1
0.2129;-0.1198;1
2.2514;1.2874;1
-1.5439;-1.2468;1
0.8223;-0.1361;1
0.7744;-0.3236;1
-3.2880;-2.1532;1
0.5928;-0.2446;1
3.4794;1.0048;1
-2.3956;-1.2510;1
-1.2742;-1.4073;1
-2.0335;-1.1312;1
2.2581;0.5515;1
-1.1130;-0.8912;1
1.5027;0.4718;1
0.4647;4.1408;2
-0.1744;4.4572;2
0.1347;4.2414;2
0.2554;4.1868;2
-1.2306;3.5678;2
-0.3070;3.9725;2
-0.1977;4.4652;2
-0.5724;3.6182;2
-1.1162;3.3822;2
0.4200;3.6507;2
-0.3069;4.4272;2
0.5861;3.8627;2
-0.4791;4.1114;2
0.4766;3.1276;2
0.3517;3.6137;2
0.2799;3.6503;2
-0.5190;3.3670;2
-0.0892;4.5870;2
-0.2350;4.5199;2
-0.4799;3.2164;2
-0.2225;4.1249;2
-0.8106;3.5172;2
-0.0787;3.9171;2
-0.0987;4.0228;2
-0.4157;4.8548;2
0.3187;4.1852;2
-0.5243;3.6718;2
-0.1241;4.4157;2
0.2625;4.4380;2
0.1066;4.0692;2
-1.1987;5.1211;2
-0.3862;3.9166;2
-0.2031;3.7705;2
-0.2767;4.2731;2
-0.6765;3.3488;2
-0.0216;3.7942;2
-0.0838;3.7300;2
0.6398;4.6832;2
0.0561;4.3534;2
0.3527;4.3038;2
-0.0652;4.4599;2
-0.9127;4.4497;2
-0.7366;4.0164;2
-0.3757;3.2921;2
-0.2169;3.1596;2
0.2882;4.0189;2
-0.4172;4.8317;2
-0.3144;4.4155;2
0.1279;4.5238;2
-0.2810;4.8969;2
-0.6142;3.7574;2
-0.2770;3.6832;2
-0.3401;4.5510;2
0.3456;3.6415;2
0.1110;5.1000;2
0.2730;4.4453;2
-0.2299;3.6823;2
1.0584;3.8132;2
0.0546;4.2609;2
-0.4599;4.3564;2
-0.6618;4.5842;2
0.0493;4.1700;2
-0.2033;3.4926;2
-0.6759;4.0466;2
-0.2349;3.2319;2
-0.8140;4.2881;2
0.3412;4.2860;2
0.9719;4.0733;2
0.3701;3.5371;2
-0.1616;4.6366;2
0.6798;4.4940;2
0.1455;3.6441;2
-1.1095;3.3328;2
-0.0723;4.5021;2
0.0394;4.3043;2
0.2811;4.0180;2
-0.0821;4.1277;2
0.5869;4.3486;2
-0.6642;3.7844;2
1.2296;4.7770;2
0.6761;4.1733;2
-0.1234;3.6168;2
0.1440;3.7533;2
-0.4363;4.7523;2
-0.4654;3.6751;2
0.0381;3.4698;2
0.4928;4.5774;2
0.4629;4.1596;2
1.0657;5.1018;2
-0.1629;3.8660;2
-0.1115;4.3190;2
-1.3672;3.9903;2
-0.1543;4.2161;2
0.0731;3.2051;2
0.0189;4.1248;2
-0.3238;4.3816;2
-0.6437;3.9971;2
-0.2055;3.8202;2
1.1003;4.0130;2
-0.4645;2.9554;2
